Consignee_Contact_Name,Domestic_Barcode,Country_Code,DespatchDate,Batch_No,
----------------------------------------------------------------------------------------------------

205-0229418-0820317,LX889938711IE,GB,20230529,20230529uk,
12-10107-35128,LX889938566IE,GB,20230529,20230529eb,
16-10105-27046,LX889938570IE,GB,20230529,20230529eb,
09-10107-85675,LX889938583IE,SE,20230529,20230529eb,
04-10106-52330,LX889938668IE,FI,20230529,20230529eb,
22-10097-56621,LX889938671IE,PL,20230529,20230529eb,
07-10103-82190,LX889938685IE,DE,20230529,20230529eb,
204-3384456-9437159,CP087935684IE,IE,20230529,20230529uk,
205-7740460-8409914,CA072596980IE,GB,20230529,20230529uk,
202-1734073-3593922,CP087935772IE,IE,20230529,20230529uk,
205-9690045-0246761,CA072597000IE,GB,20230529,20230529uk,
27-10100-83747,LX889938535IE,DE,20230529,20230529eb,
202-9005441-6588358,LX889938725IE,GB,20230529,20230529uk,
206-1482476-1136341,LX889938739IE,GB,20230529,20230529uk,
026-7229185-9156352,LX889938742IE,GB,20230529,20230529uk,
204-3563454-3194738,LX889938756IE,GB,20230529,20230529uk,
202-5606522-7523569,LX889938760IE,GB,20230529,20230529uk,
202-0451063-2736332,LX889938773IE,GB,20230529,20230529uk,
204-8513693-9812327,CP087935741IE,IE,20230529,20230529uk,
203-3651924-3893113,CP087935755IE,IE,20230529,20230529uk,
701-2084130-1357059,LX889938345IE,CA,20230529,20230529ca,
202-0984901-0314765,CA072596993IE,GB,20230529,20230529uk,
18-10106-57768,LX889938464IE,US,20230529,20230529eb,
701-2084130-1357059,LX889938359IE,CA,20230529,20230529ca,
702-8951574-2900224,LX889938362IE,CA,20230529,20230529ca,
702-3500243-7523442,LX889938376IE,CA,20230529,20230529ca,
701-7872393-5786654,LX889938380IE,CA,20230529,20230529ca,
701-7699022-1338622,LX889938393IE,CA,20230529,20230529ca,
701-5430005-1624205,LX889938402IE,CA,20230529,20230529ca,
702-1040726-5693067,LX889938416IE,CA,20230529,20230529ca,
702-1040726-5693067,LX889938420IE,CA,20230529,20230529ca,
702-0107522-3623449,LX889938433IE,CA,20230529,20230529ca,
27-10100-18940,LX889938552IE,GB,20230529,20230529eb,
16-10108-72681,LX889938455IE,LT,20230529,20230529eb,
19-10104-15298,LX889938549IE,DE,20230529,20230529eb,
15-10107-72269,LX889938478IE,FR,20230529,20230529eb,
06-10112-12827,LX889938481IE,DE,20230529,20230529eb,
25-10102-13681,CP087935667IE,IE,20230529,20230529eb,
05-10112-47523,CP087935675IE,IE,20230529,20230529eb,
15-10107-09605,LX889938495IE,DE,20230529,20230529eb,
18-10105-54233,LX889938504IE,US,20230529,20230529eb,
15-10106-93602,LX889938518IE,DE,20230529,20230529eb,
06-10111-32054,LX889938521IE,GB,20230529,20230529eb,
206-0239074-9920344,CP087935786IE,IE,20230529,20230529uk,
24-10119-53322,LX889938447IE,DE,20230529,20230529eb,
114-9395901-1157867,CA072597061IE,US,20230529,20230529us,
205-3367297-0913136,CP087935812IE,IE,20230529,20230529uk,
204-2555946-4849952,CP087935826IE,IE,20230529,20230529uk,
205-4326402-2085143,CP087935830IE,IE,20230529,20230529uk,
